up,us,sp,ps,pu,su,nlw_p10_ecdf_1,nlw_p50_ecdf_1,nlw_p90_ecdf_1,nlw_p25_ecdf_1,nlw_p75_ecdf_1,nlw_share_leq0_1,nlw_p10_pctl_1,nlw_p25_pctl_1,nlw_p50_pctl_1,nlw_p75_pctl_1,nlw_p90_pctl_1,nlw_p10_ecdf_2,nlw_p50_ecdf_2,nlw_p90_ecdf_2,nlw_p25_ecdf_2,nlw_p75_ecdf_2,nlw_share_leq0_2,nlw_p10_pctl_2,nlw_p25_pctl_2,nlw_p50_pctl_2,nlw_p75_pctl_2,nlw_p90_pctl_2,nlw_p10_ecdf_3,nlw_p50_ecdf_3,nlw_p90_ecdf_3,nlw_p25_ecdf_3,nlw_p75_ecdf_3,nlw_share_leq0_3,nlw_p10_pctl_3,nlw_p25_pctl_3,nlw_p50_pctl_3,nlw_p75_pctl_3,nlw_p90_pctl_3,lqw_p10_ecdf_1,lqw_p50_ecdf_1,lqw_p90_ecdf_1,lqw_p25_ecdf_1,lqw_p75_ecdf_1,lqw_share_leq0_1,lqw_p10_pctl_1,lqw_p25_pctl_1,lqw_p50_pctl_1,lqw_p75_pctl_1,lqw_p90_pctl_1,lqw_p10_ecdf_2,lqw_p50_ecdf_2,lqw_p90_ecdf_2,lqw_p25_ecdf_2,lqw_p75_ecdf_2,lqw_share_leq0_2,lqw_p10_pctl_2,lqw_p25_pctl_2,lqw_p50_pctl_2,lqw_p75_pctl_2,lqw_p90_pctl_2,lqw_p10_ecdf_3,lqw_p50_ecdf_3,lqw_p90_ecdf_3,lqw_p25_ecdf_3,lqw_p75_ecdf_3,lqw_share_leq0_3,lqw_p10_pctl_3,lqw_p25_pctl_3,lqw_p50_pctl_3,lqw_p75_pctl_3,lqw_p90_pctl_3,ern_p10_pctl_2,ern_p25_pctl_2,ern_p50_pctl_2,ern_p75_pctl_2,ern_p90_pctl_2,ern_p10_pctl_3,ern_p25_pctl_3,ern_p50_pctl_3,ern_p75_pctl_3,ern_p90_pctl_3,lnern_avg_2,lnern_std_2,lnern_rho_2,lnern_avg_3,lnern_std_3,lnern_rho_3,lnern_avg_2_1,lnern_std_2_1,lnern_avg_3_1,lnern_std_3_1,lnern_avg_2_2,lnern_std_2_2,lnern_avg_3_2,lnern_std_3_2,lnern_avg_2_3,lnern_std_2_3,lnern_avg_3_3,lnern_std_3_3,lnern_avg_2_4,lnern_std_2_4,lnern_avg_3_4,lnern_std_3_4,dlnern_avg_ps,dlnern_p50_ps,dlnern_avg_sp,dlnern_p50_sp,pu_1,pu_2,pu_3,pu_4,su_1,su_2,su_3,su_4
.13190457,.074760929,.010402972,.02162388,.021250378,.0039970726,.095562473,.68264592,.89988077,.26451591,.75667471,.68264592,-25763.906,-11016.268,0,588.90027,39920.25,.10388788,.57113099,.89748067,.25843844,.75929993,.57113099,-27480.244,-6955.3486,0,4282.2544,52472.316,.10630984,.49427536,.89861029,.24970947,.75312865,.4891127,-24035.662,-4624.5835,61.731213,12466.444,88656.102,.38851249,.50923258,.89988077,.38851249,.74521315,.38851249,0,0,115.88728,4421.0122,39920.25,.25571933,.52025455,.8967557,.25571933,.7560392,.25571933,0,0,1070.2134,9824.4717,62285,.22808346,.49326596,.90072358,.25242501,.74722219,.22808346,0,33.30928,2461.4907,19391.855,95890.68,956.89337,1612.2415,2604.7244,4214.0459,6978.4644,629.53723,1271.0798,2525.7578,4906.1279,9244.5273,7.8553791,.7740795,.77476078,7.8255744,.97845584,.5451951,6.9129362,.54205346,6.8277707,.75699842,7.565002,.47942171,7.5047622,.69405979,8.1231909,.48123795,8.0677109,.7326529,8.8062811,.51013327,8.8165073,.69311029,.053996634,.070597172,.21559079,.19057608,.035320036,.025524609,.015433337,.0096874712,.0075110085,.0045858975,.0026201042,.0022106443
.13464798,.07423728,.011737952,.022053229,.019021742,.0042000529,.075124048,.66707343,.90616429,.1970405,.74442273,.66707343,-22457.594,-3895.2532,0,1274.6868,33621.059,.10394177,.58967739,.9142319,.27484682,.76234382,.58967739,-26403.273,-8249.5723,0,4247.8286,41007.164,.097554535,.50800186,.90513641,.24524775,.75095314,.50169569,-22257.879,-4395.7104,0,12713.024,79980.719,.41611448,.53328711,.90157109,.41611448,.72922254,.41611448,0,0,92.937881,4599.2505,39893.105,.25125054,.50869858,.91296673,.25125054,.76052618,.25125054,0,0,1213.1725,9560.4971,47560.098,.23160076,.51334214,.90477008,.25999746,.74437726,.23160076,0,17.086796,2093.7561,19827.166,89675.547,970.53796,1580.8127,2609.9087,4070.2729,6482.7656,634.80579,1271.0798,2518.533,4903.2554,9351.5088,7.841095,.75991297,.78610557,7.8265967,.97581363,.54055727,6.9481626,.52733618,6.8176098,.72474265,7.5702987,.4822455,7.4874845,.68917704,8.0932226,.45908761,8.0723352,.7019431,8.7978811,.5071404,8.8521004,.7355352,-.057847843,-.026987076,.11594266,.18922663,.035609182,.020581027,.014513674,.009636119,.0078651141,.0044740662,.0027276273,.0022461198
.13411757,.072912477,.011860939,.021798972,.018690804,.003961009,.1134982,.65285033,.90627933,.2521618,.73491555,.65285033,-31399.486,-7844.8408,0,1606.6437,33621.059,.10341397,.58142537,.90868431,.25945169,.75012296,.58142537,-26734.588,-7258.4341,0,5260.2461,45531.25,.097364552,.49301305,.89852184,.25340614,.74889284,.4882217,-22164.025,-4797.0552,55.302441,13028.453,88627.898,.32125223,.44625229,.90630358,.32125223,.72336531,.32125223,0,0,446.44894,6317.3169,38711.707,.2552121,.49846953,.90952772,.2552121,.75071353,.2552121,0,0,1282.3899,10523.017,51455.445,.22783521,.49262771,.90099645,.24903256,.74597043,.22783521,0,39.827187,2426.345,19852.328,94451.18,1014.3889,1606.4987,2682.1685,4179.8491,7022.1069,627.57245,1286.9109,2611.6191,4987.5962,9323.918,7.872355,.76919854,.75658607,7.8414311,.9814117,.53373855,6.9592805,.54751146,6.7995501,.76526839,7.564527,.48973641,7.5072618,.69971293,8.101862,.4784368,8.0673428,.7161752,8.8641825,.51768512,8.8132391,.73204541,-.1011874,-.079360962,.11903477,.064666271,.032392848,.021361515,.014168452,.0088988636,.0081805307,.0043647345,.002960223,.00089770521
.1363281,.073695309,.011250833,.022140268,.02050947,.0040573678,.11769062,.65983719,.89378601,.28258184,.72024524,.65983719,-31399.486,-13906.474,0,2521.6389,42162.531,.10604428,.58924866,.90518552,.26313552,.76862365,.58924866,-28077.148,-7553.811,0,3481.2051,47961.246,.10376544,.51209301,.8928538,.24999748,.74170411,.50872475,-23634.107,-4629.311,0,13570.128,92647.961,.31652325,.43288735,.8978793,.31652325,.69843715,.31652325,0,0,468.74402,8033.2188,44066.949,.26165435,.52227998,.90567774,.26165435,.76741147,.26165435,0,0,1070.2134,9202.6162,53144.918,.2303108,.50453001,.89389849,.25255194,.74100798,.2303108,0,30.512136,2270.8853,20613.816,103126.45,960.44843,1601.8087,2633.2148,4286.792,7262.0635,620.8092,1255.9174,2507.5779,4894.0049,9253.7217,7.8639588,.78021598,.78078479,7.8077211,.9859736,.52612305,6.9297576,.55034906,6.7755318,.74578381,7.5889473,.46953964,7.4962096,.70540798,8.1107788,.49361029,8.0582018,.7331177,8.8336468,.4964796,8.8162613,.71263546,-.034437425,-.026987076,.0842022,.11211872,.034551956,.025512358,.016410273,.010503967,.0079073003,.0040716077,.0030317877,.0021969415
.12825476,.076041356,.01160154,.021939641,.020694457,.0040290365,.087191582,.66798371,.89084649,.25921032,.74196589,.66798371,-25763.906,-7844.8408,0,1657.5729,48968.789,.10176302,.57850993,.89317465,.26246905,.75287038,.57850993,-26385.51,-7294.1763,0,5020.5796,56103.496,.10316082,.49541113,.91213852,.25421005,.75545043,.49059436,-23635.211,-4833.9917,50.236694,12253.908,74313.32,.37655476,.51136333,.89302635,.37655476,.76878434,.37655476,0,0,109.94572,3215.6682,49122.359,.25276029,.50736779,.89418292,.25276029,.7587229,.25276029,0,0,1231.5096,9824.4717,63789.77,.22462593,.49801263,.91207677,.24741635,.76078463,.22462593,0,50.236694,2344.1799,17195.889,82270.938,976.98499,1597.6392,2615.7839,4207.7915,6995.5796,625.86078,1255.9174,2540.1907,4876.2773,8786.4688,7.8558846,.76800174,.78122205,7.8092422,.97204375,.54170585,6.9545398,.5308553,6.795927,.73365992,7.5689435,.46987441,7.5004425,.72513378,8.1035833,.47525802,8.0723324,.71677184,8.8450594,.47671166,8.7820177,.70592505,.011824066,.0094099045,.16450706,.26923561,.039343774,.023762845,.013921734,.010837752,.0071175243,.0056820218,.0017556038,.0025395371
.13629833,.070504531,.010790454,.021854781,.018275315,.0034480311,.080919683,.70882624,.89072996,.233794,.77777636,.70882624,-23944.004,-6590.7964,0,196.03116,42162.531,.10242229,.568304,.89576733,.24860324,.74887121,.568304,-26615.088,-6352.8032,0,5476.2378,54134.133,.095430963,.50080436,.90748292,.25496665,.7626965,.49668926,-22283.986,-4862.7842,10.218984,11300.702,76505.688,.39993116,.53196126,.88811707,.39993116,.75063783,.39993116,0,0,73.392296,3718.543,48551.684,.24490491,.49474886,.89751071,.24490491,.74980879,.24490491,0,2.9919829,1334.4896,10593.095,61235.918,.21335915,.49863628,.90732193,.2380046,.76274407,.21335915,0,85.617065,2331.6497,16710.156,87904.18,963.5343,1603.7227,2663.4412,4381.8604,7206.8149,630.0564,1261.0956,2528.1199,4782.3457,8733.418,7.8739438,.77676731,.78706992,7.8111773,.9636122,.55366063,6.9350247,.53248811,6.7887783,.73111719,7.5639315,.46931425,7.5041432,.69497806,8.1387663,.45909461,8.0553417,.69581306,8.8268719,.47043392,8.7800045,.72304755,.021711737,.037572861,.34446043,.36937666,.033036914,.022954823,.01181947,.0091400789,.0054563205,.0046084076,.0022961798,.0018605917
.13183698,.074347831,.010569178,.02124357,.018409062,.0040655136,.08840216,.69819617,.91849869,.20831136,.77338541,.69819617,-23805.637,-4665.7393,0,495.16321,28900.809,.10274181,.5615164,.88446933,.23790397,.72979552,.5615164,-26615.088,-5843.4517,0,6536.793,63723.496,.10807917,.51335686,.89968306,.25784597,.76271433,.50951827,-24983.121,-5095.3242,0,11479.829,88399.469,.45227683,.55347085,.92361271,.45227683,.78911579,.45227683,0,0,57.731606,2814.2881,28900.809,.24939343,.4712716,.88498932,.24939343,.72745138,.24939343,0,.97856396,1619.2124,13222.175,71101.414,.23547009,.50310344,.89926761,.257274,.75473511,.23547009,0,17.086796,2290.0632,17726.117,96240.625,956.9032,1593.6962,2686.5945,4358.2197,7193.7671,627.79309,1263.6899,2555.2788,4931.9526,9156.6592,7.8717484,.78139567,.78075516,7.8244357,.98103017,.53036332,6.9403248,.53547573,6.8155689,.75186902,7.5604,.48579928,7.4942079,.71174711,8.1134939,.4655157,8.0671844,.71535879,8.8244171,.46206355,8.8070889,.73101777,.019750096,.014923096,.21398075,.19057608,.034313384,.021756522,.013230937,.0087089157,.0075787939,.0048065432,.0030842968,.0011773729
.12997194,.074298464,.011523164,.021346856,.02002525,.0043130885,.088547207,.70402062,.92272711,.23620985,.80169123,.70402062,-25392.232,-6163.4849,0,104.00093,20793.719,.1049025,.58453876,.90807515,.26618901,.75916457,.58453876,-26403.273,-8112.1099,0,4179.3306,45531.25,.10229906,.49995911,.89486969,.24869134,.74375051,.49423656,-23512.355,-4581.6372,12.435968,13924.246,92747.031,.39175275,.5407657,.92726576,.39175275,.80731404,.39175275,0,0,99.032639,1994.6554,25550.422,.26076046,.50927263,.90570921,.26076046,.75972128,.26076046,0,0,1194.8156,9705.3799,54365.613,.23492423,.51191545,.8957063,.25867921,.74305356,.23492423,0,15.422774,2139.9231,20393.348,101428.35,976.50964,1599.4403,2677.967,4381.3784,7410.2212,627.81677,1255.9174,2511.8347,4923.2734,8861.9453,7.8740902,.78694946,.78061801,7.808454,.97756362,.53928673,6.938839,.56407213,6.8268676,.75750965,7.5361528,.48486531,7.4871249,.70522594,8.0902481,.46474749,8.0767813,.69666463,8.8386097,.47632089,8.8121176,.7143622,-.040159911,-.071341038,.23721437,.22142124,.034646247,.023729965,.014273091,.0087386444,.0069202827,.0047842679,.003750643,.0016133452
.12909597,.072089061,.011910411,.021443576,.019399788,.003928517,.066230498,.71337897,.92371094,.23374195,.78555965,.71337897,-23508.898,-6369.833,0,341.97064,20793.719,.1093024,.59313971,.91298825,.26240391,.76625061,.59313971,-28248.252,-7339.2295,0,3688.2842,40606.863,.099619143,.52255827,.90588439,.25515097,.76360023,.51813716,-22764.646,-4838.5527,0,10462.604,79378.93,.41333514,.52429307,.92373288,.41333514,.7917915,.41333514,0,0,87.437805,2772.9138,25550.422,.25649276,.49862546,.91026407,.25649276,.76080096,.25649276,0,0,1272.3867,9550.0811,49825.906,.24868882,.52228534,.90407133,.27323872,.75910902,.24868882,0,1.2435968,1957.1279,17658.52,90138.352,954.67175,1589.4481,2642.5337,4330,7408.1196,617.41962,1245.1591,2510.8574,4738.7681,8832.1709,7.8639956,.80086386,.79495174,7.7889433,.97922891,.56508362,6.909677,.59404653,6.770021,.72310883,7.5453935,.48001993,7.4905262,.70544541,8.0887833,.45232379,8.0894527,.71687227,8.874814,.48387438,8.7771578,.71612746,-.037894405,.021285057,.077806689,.11211872,.033468012,.023215463,.016303666,.0094510233,.0071212407,.0040713544,.0026411342,.0017859442
.13092537,.072212264,.011380979,.021822957,.019634679,.0038641959,.091392636,.63956767,.87674069,.21278088,.71660656,.63956767,-25763.906,-6056.0332,0,2772.9138,54084.535,.091784157,.57949102,.90011173,.24401677,.75320673,.57949102,-22764.646,-6348.0581,0,4777.1914,49926.191,.10109101,.49146664,.89601803,.24730478,.74287325,.48654518,-23183.766,-4500.9429,69.150826,14175.505,90002.906,.37298769,.48620534,.87891233,.37298769,.72937781,.37298769,0,0,196.03116,6317.3169,57845.004,.26983112,.5059399,.90038848,.26983112,.75780016,.26983112,0,0,1241.1475,9560.4971,59001.309,.22365355,.49966124,.89763474,.24379569,.7343803,.22365355,0,57.835758,2330.4561,21399.23,99032.641,943.42908,1536.7845,2621.5063,4381.0781,7299.957,635.53992,1263.3733,2563.9583,4932.3418,9144.4766,7.8618531,.80601805,.80371374,7.8291926,.97186846,.53993326,6.9286809,.53656214,6.8110824,.71687728,7.5820179,.49950388,7.4974132,.69732827,8.0986252,.48039222,8.0808477,.70732272,8.857893,.52691072,8.8135529,.72222412,.055644292,-.0011558533,.064338505,.17774963,.032692194,.027249513,.012294465,.0080825416,.0076268222,.0042463364,.0023170679,.0017414558
.13705097,.073973373,.011491733,.021726597,.019407395,.0039398251,.083303712,.66360998,.91296685,.24689299,.74506211,.66360998,-23944.004,-6861.0908,0,1269.6116,28900.809,.094071873,.5694198,.9014923,.23432797,.74163586,.5694198,-24336.238,-5599.9492,0,5891.0269,49391.738,.098969154,.49420398,.8961556,.23887056,.74762112,.48990446,-22644.793,-3994.9768,53.543896,13092.111,90138.352,.33950475,.46993619,.91060472,.33950475,.74714959,.33950475,0,0,196.03116,4247.3188,34273.996,.25925532,.5060243,.8962245,.25925532,.74436682,.25925532,0,0,1243.5968,11296.305,63585.164,.22605677,.50531644,.89726317,.25211269,.74380076,.22605677,0,30.713593,2212.0977,19852.328,99612.102,937.65656,1572.7568,2595.3418,4232.1475,7335.8735,623.44952,1257.2118,2514.49,5009.8926,9296.1436,7.8550515,.78982329,.78653198,7.8211536,.9869988,.55622739,6.9057961,.55765456,6.788094,.73378074,7.5693278,.47637591,7.5037112,.6979565,8.0955238,.48026004,8.0781622,.71800989,8.8569164,.49444109,8.828476,.70459718,-.073996596,-.087451935,.14489841,.17774963,.034357905,.023333104,.014659908,.0090384269,.0065771695,.0043863207,.0032783384,.0017879838
.14129022,.071979873,.011543795,.020998744,.018901251,.0039122542,.11333498,.67744005,.91303128,.27165788,.76400554,.67744005,-32951.398,-9788.0098,0,341.97064,22221.088,.10602552,.55834574,.90690643,.2511403,.74743003,.55834574,-27611.504,-6592.377,0,5580.4893,46343.57,.10268136,.50276089,.90944165,.25510025,.7542488,.49872586,-23681.248,-4838.5527,4.9630823,12484.686,77897.523,.35164773,.47583205,.91303128,.35164773,.73728311,.35164773,0,0,196.03116,4599.2505,27711.17,.24763699,.48159325,.90518516,.24763699,.74226296,.24763699,0,2.3177457,1535.6797,11430.966,54365.613,.21975131,.49333918,.90861505,.24381503,.74744248,.21975131,0,65.79847,2409.9656,19432.643,88494.445,976.98499,1651.0009,2749.0381,4430.4131,7303.7476,632.67761,1263.6899,2569.4248,4998.1274,8965.0049,7.8903637,.79053271,.7902391,7.8287573,.9750874,.55667734,6.9282398,.55513197,6.8250284,.73534316,7.5851226,.5042429,7.5090714,.70858318,8.1068516,.46958774,8.0800924,.72094327,8.853426,.47783506,8.8018122,.68808573,-.0054078349,-.026987076,-.013813812,.02134943,.038225166,.022124976,.012750651,.0077098091,.0076845125,.0048853247,.0025388547,.0011578024
.138785,.074944213,.010928707,.021044925,.018740423,.0037202954,.10862076,.6854288,.92585462,.26289183,.78358972,.6854288,-29452.307,-8063.6182,0,341.97064,19302.525,.096020907,.54055953,.88907999,.23880593,.72740346,.54055953,-24865.752,-5898.0039,0,6964.1421,56659.043,.087334931,.49188682,.89170045,.23747255,.74586296,.48602316,-19634.232,-3976.8931,61.731213,13584.858,97943.18,.35644504,.48668885,.92585462,.35644504,.79949826,.35644504,0,0,196.03116,1994.6554,22708.852,.24148099,.48589608,.89240563,.24148099,.73418289,.24148099,0,5.3543897,1417.5504,12714.097,64915.684,.22543684,.49912569,.89153409,.25218141,.7490266,.22543684,0,37.457466,2331.6497,19263.84,104919.76,992.39972,1620.6332,2787.2009,4387.1157,7204.1021,628.6059,1257.245,2514.4236,4712.7563,8790.7598,7.8879304,.7777248,.78698164,7.8022766,.96097922,.5365209,6.9364033,.54870397,6.8056941,.7169137,7.5515819,.48682472,7.5118723,.72446305,8.1292515,.45874333,8.0595036,.69932932,8.8084164,.51785403,8.7906685,.71356899,-.05629202,-.054571152,.21850049,.20828581,.033498209,.023770144,.0159557,.0070241666,.0063253958,.00432368,.0026161694,.0022937923
.13826855,.06791804,.011685308,.020993222,.019542122,.0042470223,.10390517,.696612,.8990469,.27579364,.75380367,.696612,-29452.307,-11016.268,0,824.46039,38895.781,.098190323,.57084286,.90520489,.25165716,.7632426,.57084286,-25543.627,-6640.7939,0,4280.8535,47201.047,.10392068,.50574136,.89728612,.25677246,.75586408,.50220793,-24006.393,-4974.3872,0,12131.725,90312.703,.39910725,.5336985,.90386575,.39910725,.74474829,.39910725,0,0,99.032639,4240.082,39893.105,.24441034,.50263906,.90113831,.24441034,.76360977,.24441034,0,2.9919829,1248.0111,9598.7393,58807.305,.24159513,.50963092,.89664376,.2651971,.75262147,.24159513,0,10.952476,2137.3164,18208.629,99927.844,949.63208,1596.6102,2695.9009,4258.4087,7174.9512,604.35577,1210.7083,2453.064,4587.2637,8288.9375,7.8659258,.78038394,.77985752,7.7604442,.97583467,.54565603,6.9228945,.54237568,6.7871213,.7403065,7.5617199,.49303377,7.4927559,.70603049,8.0958767,.4375124,8.0570459,.69873875,8.8741636,.48445651,8.7872334,.7604478,-.0530743,-.068805218,.28301135,.39950085,.029902337,.022815317,.015743151,.0098608853,.0068877055,.0048378534,.0030616701,.0014001053
.1419422,.075799376,.011000473,.021882558,.019450841,.0042829462,.087125473,.71864551,.91502464,.27468714,.78254646,.71864551,-22800.541,-9477.3027,0,123.66863,22579.441,.11189888,.6001209,.90938795,.26125643,.78010082,.6001209,-28490.969,-7301.9736,0,2693.2344,43050.539,.10493308,.50348288,.89271301,.25968617,.7513172,.4988088,-24066.635,-5177.6455,5.3554792,12616.445,94475.844,.38768873,.50469953,.91727501,.38768873,.76293832,.38768873,0,0,124.07705,3244.0276,25550.422,.27909303,.52619386,.90645427,.27909303,.77571899,.27909303,0,0,1026.0958,8551.1875,50614.211,.23264843,.49808156,.89161104,.25259376,.74530816,.23264843,0,33.30928,2355.6011,19831.334,104557.24,940.19006,1568.9312,2578.6697,4072.6482,6694.3491,629.10278,1276.3678,2561.4299,4867.8369,8556.1406,7.8254242,.77911288,.78005493,7.8159051,.96318799,.55229652,6.9294124,.5456748,6.7971888,.73597139,7.5439663,.50019616,7.5200286,.72673255,8.1013165,.466894,8.0773211,.70860553,8.8308907,.52241421,8.7790213,.67833304,-.040233281,-.0011558533,.042454161,.074792385,.034261409,.02330976,.015037253,.010148132,.0086583849,.0046473988,.0030843236,.0019416099
.14000644,.076699078,.010886537,.021050366,.018831694,.0039272462,.12096804,.65129489,.88162464,.24422424,.73361987,.65129489,-41660.492,-6861.0908,0,2772.9138,43703.5,.10790704,.57780868,.90154457,.24804907,.75419408,.57780868,-28647.604,-6415.083,0,4871.5083,49434.441,.10841205,.48613372,.89116222,.25412518,.73973411,.48260975,-24675.803,-4843.2974,111.03094,13924.246,98741.977,.33184868,.47630832,.88164729,.33184868,.69435668,.33184868,0,0,196.03116,8041.583,44685.73,.26483819,.52009767,.90196532,.26483819,.75747889,.26483819,0,0,1086.6333,9794.8545,54762.379,.2065651,.47885099,.89088225,.22778897,.73938638,.2065651,0,111.03094,2825.073,20613.816,106711.44,953.92877,1604.5173,2650.6406,4161.6152,6901.3008,636.7132,1273.3365,2572.1724,4923.2734,9159.5469,7.8511386,.7697441,.77748877,7.8324404,.97033501,.55318725,6.9524593,.53590769,6.7847857,.70764703,7.5518656,.50320709,7.4947815,.71580791,8.1234102,.45406953,8.0611019,.70364016,8.8141985,.47180527,8.8120527,.70803106,-.059246302,-.0011558533,.2991499,.18945265,.035054538,.020299092,.013136208,.0074683316,.0082692662,.0045898086,.002933468,.0014378686
.14623067,.073600493,.011302734,.021286128,.020132307,.0041025593,.081542023,.71617377,.92830533,.23312558,.79084158,.71617377,-22800.541,-6006.7827,0,98.24472,20976.182,.12064493,.5946492,.90513396,.26603025,.75463951,.5946492,-32394.15,-7352.5791,0,4738.0977,48526.898,.096503764,.48245931,.89297211,.22823037,.74409586,.47500491,-22095.156,-3307.0293,122.35012,13535.621,95913.469,.46329001,.56800365,.9259845,.46329001,.78777939,.46329001,0,0,17.951899,1704.3827,27008.502,.26490247,.51287866,.90477276,.26490247,.75947267,.26490247,0,0,1174.0659,9890.291,54762.379,.22655973,.49497604,.89346576,.25298113,.74596363,.22655973,0,30.505915,2407.98,19667.104,103320.75,952.4082,1575.2743,2719.7341,4478.3403,7580.8511,627.71436,1261.7955,2526.7466,4791.5493,8773.3154,7.8788142,.80587512,.79158401,7.8110509,.96701968,.51306111,6.9072599,.54836553,6.8034573,.74963629,7.5543251,.50370753,7.5247583,.72412658,8.0947456,.4692497,8.0545721,.71479559,8.8601179,.47832787,8.7862997,.72063166,-.0087201651,.010314941,.26614413,.17774963,.037933856,.023089187,.016087532,.0081276186,.0092261732,.0042171003,.0027607714,.001212599
.14089559,.067579672,.011320121,.022232246,.020496553,.0049830182,.064605489,.66012794,.91786516,.19504106,.77166003,.66012794,-20688.32,-4102.5933,0,649.71063,22221.088,.10457458,.59393793,.90357685,.25069922,.7615357,.59393793,-27611.504,-6592.377,0,3736.644,48526.898,.094599813,.50360477,.90835375,.25007281,.75720698,.49766162,-21914.285,-4635.4912,5.3554792,11814.17,77103.211,.36365137,.51988852,.92013621,.36365137,.79289109,.36365137,0,0,99.032639,2772.9138,27008.502,.26177222,.51583821,.90689325,.26177222,.75755268,.26177222,0,0,1158.8728,10122.842,52218.824,.22564223,.51319259,.90787154,.2522845,.75834912,.22564223,0,30.713593,2089.6296,17658.52,88452.82,946.13245,1540.7446,2611.6191,4160.0371,7026.2461,640.98956,1295.5806,2542.2449,4819.5942,8975.3574,7.8386683,.79149264,.77390629,7.8308554,.96251053,.53339529,6.915864,.55293661,6.8158031,.72323543,7.5558033,.4832539,7.4963007,.68062878,8.104002,.47505638,8.0815344,.69939679,8.8425512,.55361277,8.7950916,.74039686,.073250569,.083089828,.04937008,.021109581,.035824373,.023644501,.015312153,.0081863636,.010309331,.0049748407,.0036489964,.0015594554
.13906252,.074580811,.010788538,.020906137,.019086968,.0040303576,.076950014,.66624236,.91362965,.20207475,.75841331,.66624236,-21881.51,-4606.7324,0,649.71063,22579.441,.099201433,.57284927,.90084684,.2454637,.75513178,.57284927,-25643.523,-6151.6006,0,4648.1787,49926.191,.09416014,.50000983,.90051562,.24790603,.75076038,.49599862,-21955.729,-4581.6372,11.567152,12669.321,87692.82,.37964964,.47795439,.91362965,.37964964,.75660455,.37964964,0,0,196.03116,3704.9968,25550.422,.25857908,.50581568,.90289384,.25857908,.75346822,.25857908,0,0,1223.5012,10453.547,57058.16,.22935562,.50155979,.89981627,.25141537,.7528736,.22935562,0,35.438763,2309.2642,18546.313,96078.93,973.59784,1565.7024,2648.3005,4419.1089,7426.6777,624.38348,1262.8789,2525.7578,4738.7681,8746.915,7.8639569,.79421294,.78889406,7.8070483,.965114,.53719527,6.9407926,.52167082,6.7598596,.72285223,7.5499563,.49534029,7.514101,.69665515,8.0983496,.47707129,8.0688276,.69149143,8.8286304,.48477474,8.7847548,.72652024,-.029964797,-.026987076,.027913332,.17183495,.034734245,.021354571,.015109135,.008491409,.007189766,.0049432502,.0027215874,.0020975554
.13811393,.079869449,.011977858,.020491147,.018773641,.00437519,.070408657,.68750292,.91613746,.23459829,.75962555,.68750292,-20583.271,-6230.999,0,824.46039,25011.475,.095957674,.56362742,.90723991,.24062531,.75456357,.56362742,-25023.188,-5885.0527,0,4769.6255,43814.988,.099708579,.51568198,.91227597,.26175529,.77064663,.51126051,-22823.078,-5293.8418,0,9973.2764,70928.797,.43708149,.54456538,.90588045,.43708149,.78777122,.43708149,0,0,47.112022,1994.6554,28900.809,.24924423,.49505913,.90548754,.24924423,.76093799,.24924423,0,.95604968,1309.7982,9539.3145,53144.918,.23134467,.52058822,.91104394,.25496548,.77216244,.23134467,0,24.4641,1966.7103,15656.851,82211.992,936.79755,1597.6392,2631.2202,4098.5259,6678.1309,633.99304,1277.7778,2542.1597,4946.3696,9224.9961,7.8385472,.76396859,.76590693,7.8316994,.97220492,.53362548,6.9092283,.54123288,6.8533444,.77992517,7.578681,.47775581,7.486166,.7060582,8.0970516,.46592578,8.0662889,.71452385,8.806879,.47834316,8.8106222,.70242143,-.020716084,-.026987076,.11883447,.11211872,.03443224,.019295208,.013904745,.010172727,.0076593077,.0044684308,.0036417164,.0021125274
.13555419,.074358225,.011373634,.021645993,.020661421,.0041196998,.069135621,.69242787,.92473382,.18197058,.78558505,.69242787,-19707.496,-2677.7395,0,199.13593,20976.182,.095495306,.57053846,.90860403,.23979427,.75668412,.57053846,-24583.879,-5946.8608,0,4852.6899,45531.25,.10034922,.50468153,.90626806,.24223606,.76156217,.49791372,-22967.111,-4354.939,2.2732334,11237.24,77103.211,.45480403,.58318144,.92222798,.45480403,.78599542,.45480403,0,0,28.296535,2802.2473,24857.193,.26022089,.4996866,.90024799,.26022089,.75826478,.26022089,0,0,1271.0798,9954.4395,58850.527,.23559421,.516114,.90389645,.26196444,.76046997,.23559421,0,11.778006,2033.7277,16923.314,91924.523,958.22955,1591.2274,2597.0442,4034.5488,6540.9858,648.01575,1261.0956,2532.6689,4807.2236,8908.041,7.833034,.75731778,.76661265,7.8187857,.967116,.54502803,6.9337578,.54140019,6.8173256,.72410518,7.5575142,.48768497,7.5158992,.7117455,8.0988703,.45040733,8.0865746,.69986492,8.7921276,.52336866,8.8245659,.71316266,-.027335607,-.10762024,-.0077753896,.0076198578,.040260769,.021787954,.014307269,.015019953,.0080552278,.004046069,.002818197,.0021282288
